#                                                                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
179362at2759_186990_0:001100|NODE_859_length_15811_cov_67.394560:11233-15222  -            735 179362at2759         -            938   2.3e-91  302.0  69.5   1   1   2.9e-91   2.9e-91  301.7  69.5     1   725     7   730     7   734 0.81 -
179362at2759_28743_0:0033b1|NODE_859_length_15811_cov_67.394560:11233-15303   -            999 179362at2759         -            938   1.2e-84  279.8 115.8   3   4   0.00025   0.00025   14.0  59.1   195   641   405   844   403   857 0.68 -
179362at2759_28743_0:0033b1|NODE_859_length_15811_cov_67.394560:11233-15303   -            999 179362at2759         -            938   1.2e-84  279.8 115.8   4   4      0.13      0.13    5.0  28.9   489   695   780   988   774   998 0.60 -
179362at2759_128390_0:00178b|NODE_859_length_15811_cov_67.394560:11233-15303  -           1034 179362at2759         -            938   1.2e-84  279.8 114.1   1   4   4.4e-81   4.4e-81  268.0  23.9     1   336     7   369     7   377 0.86 -
179362at2759_128390_0:00178b|NODE_859_length_15811_cov_67.394560:11233-15303  -           1034 179362at2759         -            938   1.2e-84  279.8 114.1   2   4    0.0038    0.0039   10.0  59.7   328   697   277   653   272   674 0.75 -
179362at2759_128390_0:00178b|NODE_859_length_15811_cov_67.394560:11233-15303  -           1034 179362at2759         -            938   1.2e-84  279.8 114.1   3   4   3.5e-06   3.6e-06   20.1  58.2   167   623   398   840   386   853 0.64 -
179362at2759_128390_0:00178b|NODE_859_length_15811_cov_67.394560:11233-15303  -           1034 179362at2759         -            938   1.2e-84  279.8 114.1   4   4      0.92      0.93    2.2  16.9   540   685   900  1027   891  1033 0.36 -
179362at2759_29030_0:002c20|NODE_859_length_15811_cov_67.394560:11233-15264   -            937 179362at2759         -            938   1.2e-84  279.8  97.9   1   3   1.6e-82   1.6e-82  272.7  17.6     1   320     7   346     7   351 0.80 -
179362at2759_29030_0:002c20|NODE_859_length_15811_cov_67.394560:11233-15264   -            937 179362at2759         -            938   1.2e-84  279.8  97.9   2   3     0.012     0.012    8.4  50.0   261   638   403   769   383   781 0.60 -
179362at2759_29030_0:002c20|NODE_859_length_15811_cov_67.394560:11233-15264   -            937 179362at2759         -            938   1.2e-84  279.8  97.9   3   3     0.022     0.022    7.5  27.4   489   702   708   925   701   936 0.70 -
179362at2759_535359_0:0001a3|NODE_859_length_15811_cov_67.394560:11233-15279  -           1004 179362at2759         -            938   1.2e-84  279.7 104.2   1   3   7.4e-82   7.5e-82  270.5  17.8     1   320     7   351     7   356 0.79 -
179362at2759_535359_0:0001a3|NODE_859_length_15811_cov_67.394560:11233-15279  -           1004 179362at2759         -            938   1.2e-84  279.7 104.2   2   3   3.2e-05   3.3e-05   16.9  63.7   246   765   408   920   388   923 0.73 -
179362at2759_535359_0:0001a3|NODE_859_length_15811_cov_67.394560:11233-15279  -           1004 179362at2759         -            938   1.2e-84  279.7 104.2   3   3     0.018     0.018    7.8  30.5   489   748   740  1000   735  1003 0.84 -
179362at2759_1330018_1:0011f8|NODE_859_length_15811_cov_67.394560:11236-15258 -            604 179362at2759         -            938   1.2e-84  279.7  58.2   1   2   5.1e-83   5.1e-83  274.4  27.8     1   397     6   425     6   436 0.70 -
179362at2759_1330018_1:0011f8|NODE_859_length_15811_cov_67.394560:11236-15258 -            604 179362at2759         -            938   1.2e-84  279.7  58.2   2   2    0.0057    0.0058    9.5  25.1   489   651   429   588   422   603 0.69 -
179362at2759_685588_1:000b5e|NODE_859_length_15811_cov_67.394560:11233-15294  -           1006 179362at2759         -            938   1.3e-84  279.7 108.8   1   4   1.3e-78   1.3e-78  259.9  25.8     1   335     7   363     7   366 0.87 -
179362at2759_685588_1:000b5e|NODE_859_length_15811_cov_67.394560:11233-15294  -           1006 179362at2759         -            938   1.3e-84  279.7 108.8   2   4      0.18      0.18    4.5  39.4   499   749   239   489   237   506 0.84 -
179362at2759_685588_1:000b5e|NODE_859_length_15811_cov_67.394560:11233-15294  -           1006 179362at2759         -            938   1.3e-84  279.7 108.8   3   4   1.3e-05   1.3e-05   18.2  33.5   326   674   503   847   493   860 0.67 -
179362at2759_685588_1:000b5e|NODE_859_length_15811_cov_67.394560:11233-15294  -           1006 179362at2759         -            938   1.3e-84  279.7 108.8   4   4       0.3       0.3    3.8  14.0   543   660   878   998   866  1006 0.33 -
179362at2759_286306_0:0036c0|NODE_859_length_15811_cov_67.394560:11233-15303  -           1007 179362at2759         -            938   1.3e-84  279.7 113.0   1   4   3.5e-81   3.6e-81  268.3   8.5     1   279     7   310     7   317 0.87 -
179362at2759_286306_0:0036c0|NODE_859_length_15811_cov_67.394560:11233-15303  -           1007 179362at2759         -            938   1.3e-84  279.7 113.0   2   4    0.0044    0.0044    9.9  47.0   166   460   304   606   300   609 0.74 -
179362at2759_286306_0:0036c0|NODE_859_length_15811_cov_67.394560:11233-15303  -           1007 179362at2759         -            938   1.3e-84  279.7 113.0   3   4   3.7e-05   3.7e-05   16.7  23.5   397   653   593   845   586   853 0.74 -
179362at2759_286306_0:0036c0|NODE_859_length_15811_cov_67.394560:11233-15303  -           1007 179362at2759         -            938   1.3e-84  279.7 113.0   4   4      0.44      0.44    3.2  16.0   539   685   872  1000   863  1006 0.36 -
179362at2759_37621_0:0021a2|NODE_859_length_15811_cov_67.394560:11233-15516   -           1054 179362at2759         -            938   1.4e-84  279.5 100.4   1   2   2.7e-80   2.7e-80  265.4  66.4     1   697     7   711     7   731 0.80 -
179362at2759_37621_0:0021a2|NODE_859_length_15811_cov_67.394560:11233-15516   -           1054 179362at2759         -            938   1.4e-84  279.5 100.4   2   2   6.4e-07   6.5e-07   22.5  74.5   169   713   458  1000   449  1015 0.63 -
179362at2759_117179_1:000942|NODE_859_length_15811_cov_67.394560:11233-15294  -            706 179362at2759         -            938   1.5e-84  279.5  74.4   1   3   1.5e-79   1.5e-79  262.9  27.3     1   328     7   367     7   373 0.68 -
179362at2759_117179_1:000942|NODE_859_length_15811_cov_67.394560:11233-15294  -            706 179362at2759         -            938   1.5e-84  279.5  74.4   2   3     0.013     0.013    8.3  27.4   336   561   285   500   282   513 0.74 -
179362at2759_117179_1:000942|NODE_859_length_15811_cov_67.394560:11233-15294  -            706 179362at2759         -            938   1.5e-84  279.5  74.4   3   3   0.00076   0.00077   12.4  28.2   489   686   511   703   504   706 0.80 -
179362at2759_708187_1:000edb|NODE_859_length_15811_cov_67.394560:11233-15150  -            543 179362at2759         -            938   1.5e-84  279.5  39.8   1   2   2.5e-80   2.6e-80  265.5   5.0     1   223     7   254     7   271 0.83 -
179362at2759_708187_1:000edb|NODE_859_length_15811_cov_67.394560:11233-15150  -            543 179362at2759         -            938   1.5e-84  279.5  39.8   2   2   7.3e-06   7.4e-06   19.0  28.5   460   733   271   541   257   543 0.80 -
179362at2759_8932_0:00308d|NODE_859_length_15811_cov_67.394560:11233-15303    -           1024 179362at2759         -            938   1.5e-84  279.5 108.4   1   3   1.5e-81   1.5e-81  269.5  22.4     1   336     7   369     7   378 0.86 -
179362at2759_8932_0:00308d|NODE_859_length_15811_cov_67.394560:11233-15303    -           1024 179362at2759         -            938   1.5e-84  279.5 108.4   2   3   6.8e-06   6.9e-06   19.2  53.4   194   624   404   831   386   844 0.73 -
179362at2759_8932_0:00308d|NODE_859_length_15811_cov_67.394560:11233-15303    -           1024 179362at2759         -            938   1.5e-84  279.5 108.4   3   3      0.91      0.92    2.2  16.9   540   685   890  1017   881  1023 0.36 -
179362at2759_103944_0:0027f6|NODE_859_length_15811_cov_67.394560:11233-15303  -            979 179362at2759         -            938   1.6e-84  279.4 105.8   1   3   1.3e-82   1.3e-82  273.1  42.7     1   448     7   482     7   483 0.85 -
179362at2759_103944_0:0027f6|NODE_859_length_15811_cov_67.394560:11233-15303  -            979 179362at2759         -            938   1.6e-84  279.4 105.8   2   3   2.1e-05   2.1e-05   17.6  50.0   241   620   403   785   396   792 0.60 -
179362at2759_103944_0:0027f6|NODE_859_length_15811_cov_67.394560:11233-15303  -            979 179362at2759         -            938   1.6e-84  279.4 105.8   3   3      0.85      0.86    2.3  16.9   539   685   844   972   836   978 0.36 -
179362at2759_106582_0:003478|NODE_859_length_15811_cov_67.394560:11233-15267  -            970 179362at2759         -            938   1.6e-84  279.3 107.6   1   3   2.2e-80   2.2e-80  265.7  27.0     1   401     7   433     7   437 0.84 -
179362at2759_106582_0:003478|NODE_859_length_15811_cov_67.394560:11233-15267  -            970 179362at2759         -            938   1.6e-84  279.3 107.6   2   3       3.6       3.6    0.2  37.8   516   744   299   526   288   554 0.65 -
179362at2759_106582_0:003478|NODE_859_length_15811_cov_67.394560:11233-15267  -            970 179362at2759         -            938   1.6e-84  279.3 107.6   3   3    0.0022    0.0022   10.8  79.0   209   750   417   958   415   963 0.66 -
179362at2759_5643_1:000d19|NODE_859_length_15811_cov_67.394560:11233-15294    -            933 179362at2759         -            938     2e-84  279.1 100.1   1   2   2.6e-80   2.6e-80  265.4  21.2     1   336     7   364     7   372 0.87 -
179362at2759_5643_1:000d19|NODE_859_length_15811_cov_67.394560:11233-15294    -            933 179362at2759         -            938     2e-84  279.1 100.1   2   2   4.4e-05   4.5e-05   16.5  69.7   264   754   419   905   400   916 0.70 -
179362at2759_742152_1:001cbc|NODE_859_length_15811_cov_67.394560:11233-15276  -            896 179362at2759         -            938   2.1e-84  279.0  92.2   1   2   8.1e-80   8.3e-80  263.8   4.8     1   222     7   253     7   282 0.81 -
179362at2759_742152_1:001cbc|NODE_859_length_15811_cov_67.394560:11233-15276  -            896 179362at2759         -            938   2.1e-84  279.0  92.2   2   2   4.5e-06   4.5e-06   19.7  79.9   166   747   313   892   301   895 0.70 -
179362at2759_321398_0:002f54|NODE_859_length_15811_cov_67.394560:11233-15303  -            972 179362at2759         -            938   2.1e-84  279.0  94.0   1   4   1.6e-80   1.6e-80  266.1  25.8     1   336     7   369     7   375 0.86 -
179362at2759_321398_0:002f54|NODE_859_length_15811_cov_67.394560:11233-15303  -            972 179362at2759         -            938   2.1e-84  279.0  94.0   2   4      0.03      0.03    7.1  30.5   539   741   287   486   267   495 0.78 -
179362at2759_321398_0:002f54|NODE_859_length_15811_cov_67.394560:11233-15303  -            972 179362at2759         -            938   2.1e-84  279.0  94.0   3   4   9.3e-05   9.4e-05   15.4  22.6   360   626   518   781   501   822 0.70 -
179362at2759_321398_0:002f54|NODE_859_length_15811_cov_67.394560:11233-15303  -            972 179362at2759         -            938   2.1e-84  279.0  94.0   4   4      0.12      0.13    5.0  12.1   507   686   860   966   830   971 0.41 -
179362at2759_671987_1:0001dc|NODE_859_length_15811_cov_67.394560:11233-14771  -            446 179362at2759         -            938   2.6e-84  278.7  23.4   1   2   1.2e-79   1.2e-79  263.2   3.0     1   201     7   229     7   234 0.88 -
179362at2759_671987_1:0001dc|NODE_859_length_15811_cov_67.394560:11233-14771  -            446 179362at2759         -            938   2.6e-84  278.7  23.4   2   2   5.9e-07     6e-07   22.7  16.2   436   653   214   427   209   444 0.83 -
179362at2759_9244_0:001c3f|NODE_859_length_15811_cov_67.394560:11233-15303    -           1004 179362at2759         -            938   2.7e-84  278.6  96.5   1   4   5.6e-82   5.6e-82  271.0  26.2     1   401     7   433     7   433 0.85 -
179362at2759_9244_0:001c3f|NODE_859_length_15811_cov_67.394560:11233-15303    -           1004 179362at2759         -            938   2.7e-84  278.6  96.5   2   4      0.11      0.12    5.2  26.5   549   743   308   496   304   503 0.66 -
179362at2759_9244_0:001c3f|NODE_859_length_15811_cov_67.394560:11233-15303    -           1004 179362at2759         -            938   2.7e-84  278.6  96.5   3   4   0.00098     0.001   12.0  37.4   246   621   436   811   434   823 0.73 -
179362at2759_9244_0:001c3f|NODE_859_length_15811_cov_67.394560:11233-15303    -           1004 179362at2759         -            938   2.7e-84  278.6  96.5   4   4      0.88      0.89    2.2  16.9   540   685   870   997   861  1003 0.36 -
179362at2759_418459_1:002fc5|NODE_859_length_15811_cov_67.394560:11233-15222  -           1060 179362at2759         -            938   2.7e-84  278.6 117.3   1   4   2.1e-79   2.1e-79  262.4   5.7     1   221     7   252     7   282 0.81 -
179362at2759_418459_1:002fc5|NODE_859_length_15811_cov_67.394560:11233-15222  -           1060 179362at2759         -            938   2.7e-84  278.6 117.3   2   4     0.004     0.004   10.0  62.3   326   697   296   674   291   694 0.75 -
179362at2759_418459_1:002fc5|NODE_859_length_15811_cov_67.394560:11233-15222  -           1060 179362at2759         -            938   2.7e-84  278.6 117.3   3   4   2.2e-06   2.2e-06   20.8  26.4   367   691   615   932   608   937 0.78 -
179362at2759_418459_1:002fc5|NODE_859_length_15811_cov_67.394560:11233-15222  -           1060 179362at2759         -            938   2.7e-84  278.6 117.3   4   4     0.028     0.028    7.2  25.5   489   725   815  1055   809  1059 0.76 -
179362at2759_156563_0:00237e|NODE_859_length_15811_cov_67.394560:11233-15303  -            974 179362at2759         -            938   2.8e-84  278.6  89.5   1   3   4.4e-80   4.4e-80  264.7  42.6     1   435     7   475     7   483 0.74 -
179362at2759_156563_0:00237e|NODE_859_length_15811_cov_67.394560:11233-15303  -            974 179362at2759         -            938   2.8e-84  278.6  89.5   2   3   0.00013   0.00013   14.9  37.9   238   623   406   780   390   794 0.60 -
179362at2759_156563_0:00237e|NODE_859_length_15811_cov_67.394560:11233-15303  -            974 179362at2759         -            938   2.8e-84  278.6  89.5   3   3      0.12      0.13    5.0  12.1   507   686   862   968   832   973 0.41 -
179362at2759_154538_1:003537|NODE_859_length_15811_cov_67.394560:11233-15294  -            981 179362at2759         -            938   3.1e-84  278.5 112.3   1   3   4.9e-79     5e-79  261.2  26.2     1   335     7   363     7   366 0.89 -
179362at2759_154538_1:003537|NODE_859_length_15811_cov_67.394560:11233-15294  -            981 179362at2759         -            938   3.1e-84  278.5 112.3   2   3      0.19      0.19    4.5  53.4   324   682   268   633   265   655 0.76 -
179362at2759_154538_1:003537|NODE_859_length_15811_cov_67.394560:11233-15294  -            981 179362at2759         -            938   3.1e-84  278.5 112.3   3   3     7e-05   7.1e-05   15.8  49.9   368   753   569   952   551   960 0.73 -
179362at2759_1754190_1:00213f|NODE_859_length_15811_cov_67.394560:11233-13463 -            321 179362at2759         -            938   3.1e-84  278.4   9.0   1   1     4e-84   4.1e-84  278.0   9.0     1   284     7   310     7   317 0.87 -
179362at2759_294128_0:000c1a|NODE_859_length_15811_cov_67.394560:11233-15276  -           1045 179362at2759         -            938   3.1e-84  278.4 112.7   1   4   6.1e-81   6.2e-81  267.5  24.5     1   349     7   380     7   384 0.85 -
179362at2759_294128_0:000c1a|NODE_859_length_15811_cov_67.394560:11233-15276  -           1045 179362at2759         -            938   3.1e-84  278.4 112.7   2   4     0.029      0.03    7.1  29.8   546   745   305   502   303   508 0.90 -
